ParticipantId,gender,age,race,ethnicity,education,household_income,relationship_marital_status,employment_status,state_of_residence
6348A80FADAF43D0835938BEAC3D8BEB,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$60,000-$69,999",Married,Full-time,Missouri
6351F748534242D4BFC6E28BB8D8C5A4,Woman,72,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Divorced,Part-time,Florida
63CCB99291884DB49454E28CF01D6FE0,Man,30,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Full-time,Michigan
63CF0C437439480D86CB5EFEB770E505,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Full-time,Delaware
64408F7F8FEE4FD58F774742B0C614DF,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",In a relationship,Part-time,Arizona
645B3D6D74E0427D8F045703B6C85D9F,Man,25,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Single,Student,Pennsylvania
64B42A154B824BC7B1595B7632607FA8,Man,43,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",Divorced,Full-time,Illinois
64C5041807494478A37578E871AB2D33,Man,49,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",Married,Full-time,Texas
656A7E7F733E454094A60ABCEA4ED5B1,Man,61,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$200,000-$224,999",Married,Retired,Maryland
65AE4015EAA44341B8F75ADA32A04DDA,Woman,55,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$225,000-$249,999",Married,Business Owner,Illinois
661CA51D2D484D578EA5B0CE1B7DAE62,Man,19,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Student,California
6634668A7F5742A18D0462AB474E2C23,Woman,37,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$90,000-$99,999",In a relationship,Full-time,Ohio
6666A4FCD3E74567B821EE5C649CDB12,Woman,33,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","Less than $10,000",Single,Unemployed,Georgia
66A0E4EC41784817AA871B7EF998C9EA,Woman,46,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$30,000-$39,999",Single,Full-time,Texas
66A13C4BA8E440C7AC6A56618803516B,Woman,43,American Indian or Alaska Native,"Yes, Mexican, Mexican Am., Chicano","Associate degree (for example: AA, AS)","$40,000-$49,999",Single,Full-time,California
66A7A11A705944A7908EF734EAFAE1CB,Man,44,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Full-time,Alabama
66B1C81A5A3D4DF48FDD6FA831513593,Woman,63,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$10,000-$19,999",Widowed,"Not in paid work (e.g., homemaker, disabled)",Texas
66D203BE245D44F68D82D5421434275B,Man,40,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Full-time,Oklahoma
66D8685306B84F4AB2B3A2F1F859EE17,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","Less than $10,000",Married,Full-time,California
67001BC770A1455EBD6683A741D05741,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$60,000-$69,999",In a relationship,Full-time,Pennsylvania
67072977C58740A19253F4B13879300D,Woman,54,White,"Yes, Mexican, Mexican Am., Chicano","Doctorate degree (for example: PhD, EdD)","$90,000-$99,999",Divorced,Full-time,Texas
671725CD3AC2486EBFE61AEECF6B1FAA,Woman,35,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$10,000-$19,999",Single,Business Owner,New York
673A0796D8B84C79AE44405538D57CCC,Man,32,American Indian or Alaska Native,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$100,000-$124,999",Married,Full-time,Texas
67550B0A8CC84323BF8A30B2D0D33B6B,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Full-time,Georgia
67A379BCCCA845FEADB981C8F6D9E179,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Part-time,Tennessee
67BF8445DB4F4A898EB3F79CD29E0AC6,Man,52,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Married,Full-time,Arizona
67D7C1011797450CA613E3C92A47118F,Man,68,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$70,000-$79,999",Divorced,Part-time,Massachusetts
67E4F319881D4A1385137B4B7688A1DC,Man,47,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$80,000-$89,999",Married,Full-time,South Carolina
67E7D55F665A49D38C82E49C72B7077B,Woman,54,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",In a relationship,Retired,New Mexico
67F79D2CE9BA4DF9B9A4A09E064F8980,Man,23,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Full-time,NULL
6801037B12EA4A1DA051A66D824BC988,Man,43,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Business Owner,Washington
681CCE84CDC449619908CE54929B6800,Man,36,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$125,000-$149,999",In a relationship,Full-time,Oregon
68A4D0D6B3C24C7DB54A2CA32B2B4939,Woman,53,Asian Indian,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)",Prefer not to say,Married,"Not in paid work (e.g., homemaker, disabled)",Oklahoma
68CDB46365634548A07C5D65711A65B3,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$40,000-$49,999",Single,Full-time,Nebraska
68CE89A60F194571BD2AFD71D0E094F4,Woman,56,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$90,000-$99,999",Married,Part-time,California
68F7ECD96DB241E0B6B5D3FD1CCAAF07,Woman,35,Korean,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$125,000-$149,999",Single,Full-time,Ohio
691FD528B9184DDDB08DCB0ADE480B2E,Man,24,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",In a relationship,Full-time,New Jersey
6950DD7A06E3421BA91745B20FCE63A7,Man,52,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",Married,Full-time,California
69608EFBB1F54DD080BFBC1811B972D5,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$175,000-$199,999",Married,Full-time,NULL
6977D45C374747D3AE4F6A8EFC5CA4A2,Man,43,Korean,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Full-time,West Virginia
697ED72FE3E7439FAD33466A71E576A9,Man,34,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Separated,Full-time,New Jersey
69E4C35A0296446D87A626AF9CDA1A71,Woman,36,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$40,000-$49,999",Married,Full-time,Florida
69EF627706AB4EDD8A60298BB67C21DD,Woman,26,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Full-time,Maryland
6A06B6F8B27C480A96A7AAD9879B484D,Woman,57,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Divorced,Full-time,Minnesota
6A2F5883EA93483B96CFC67AF03EB821,Woman,80,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$40,000-$49,999",Widowed,Full-time,New Jersey
6A5FDF06CA8B4FE7B05C106446690B25,Man,52,Asian Indian,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$30,000-$39,999",Divorced,Student,Maryland
6B33C48D993643C3B55C8900306D52EE,Woman,52,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Widowed,"Not in paid work (e.g., homemaker, disabled)",Virginia
6BA2BF7D433D41279024B65219AE7F45,Man,41,An ethnicity not listed here,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"Less than $10,000",Single,Part-time,Wisconsin
6BB9322B779B40D19994176DA55902A8,Man,40,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Texas
6BC32F1FA1A54DF6BD812888AB6D2B42,Woman,49,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Separated,Full-time,Indiana
6BC58A555C8E4B379F8FF6C36F641A92,Non-binary,33,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$20,000-$29,999",Married,Full-time,Massachusetts
6C0D8E38376245E689026BC1C36808A6,Woman,56,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$70,000-$79,999",Married,Retired,Michigan
6C11358E34F64DC78F4AA64210234CE2,Woman,44,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Single,Full-time,New York
6C1964B0357642AD8167B7329869BDF4,Man,33,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",In a relationship,Full-time,Indiana
6C4705349C04430BA532B3A0C3078C85,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,"Not in paid work (e.g., homemaker, disabled)",Florida
6C67505D5D7C4FFA8E220504D91DB9CA,Man,63,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","Less than $10,000",Single,Business Owner,Illinois
6C8AE48A3C5C4523ABD85D19E8DC00E1,Man,43,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Part-time,Pennsylvania
6C9C5DE26A6447B98260526F6653FAC2,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$80,000-$89,999",Married,Part-time,Virginia
6CB68DA1AE894B6C92D61002A8E24051,Woman,55,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$90,000-$99,999",In a relationship,Part-time,Pennsylvania
6CD86193E5AA4764BC61D374C3B5A295,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$125,000-$149,999",In a relationship,Full-time,New York
6D065B2BD20D417B974A06D759CAD692,Man,36,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Single,Part-time,Texas
6D59AEF3170941BE9DEBA43C2BBE731F,Woman,23,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",In a relationship,Full-time,New Jersey
6D70ABE3D01C4FB08D6288E808624947,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Married,"Not in paid work (e.g., homemaker, disabled)",Utah
6DD3F01138B1437F84357DA4197312F9,Man,33,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Full-time,California
6DF4BAC26DEE4F9FA7C0B8D08891B590,Man,26,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,Full-time,Florida
6E11F1F8B0494CC78EDD4CE23EBB73DA,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$30,000-$39,999",In a relationship,"Not in paid work (e.g., homemaker, disabled)",Kansas
6E33511650414D8D89EB66E55518885F,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,"Not in paid work (e.g., homemaker, disabled)",Indiana
6E49D30C07F943328B3544D437D78C13,Man,27,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",In a relationship,Full-time,Georgia
6E6A1EB568C24300A1102A42A10E307E,Woman,33,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Virginia
6E98BC8644A24342A3EF05F1FC67504C,Woman,50,White,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Full-time,Texas
6EE52562390F4564BA965E2054A24FD5,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Full-time,Florida
6F2AD7583EB240299F8BF11D92B30A12,Man,73,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Married,Retired,Indiana
6F706F2595B047AFA630CB2893B7D955,Man,27,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",In a relationship,Full-time,Indiana
6F75D8B9C091457AB35203CFF4BE2103,Woman,42,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Divorced,Full-time,Michigan
6FA52E01CCF14DEEA30D8117CE23B3E5,Man,23,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$225,000-$249,999",In a relationship,Full-time,Texas
6FCFE5110A604F85A73AA39FB317C1F9,Woman,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,"Not in paid work (e.g., homemaker, disabled)",Louisiana
6FEC1EFD6B414FC3B191474CA3590601,Man,42,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$80,000-$89,999",Married,Full-time,Virginia
701229F2F48F427E92CA32C418DEC7DB,Woman,30,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$30,000-$39,999",Married,Full-time,Alabama
7035AEDD53114236B8FB79078D767F5A,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Unemployed,Missouri
704649DC3E254F468E9C24763DC05289,Man,73,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$40,000-$49,999",In a relationship,Business Owner,Louisiana
704A166028BA4C3EAAB0715FE2D230FD,Woman,34,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Single,Unemployed,California
705AE8B61F6746F8B691B74413A212EC,Man,33,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$10,000-$19,999",In a relationship,Part-time,Kentucky
70956CE39E3443C6B0C43FDA1F839A92,Woman,38,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$100,000-$124,999",Married,Business Owner,Florida
70F3D9DA4AF24E9399E9FE527269566C,Man,42,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Divorced,Full-time,Missouri
71619BDA0F3443A29FCB416F67FD0F9A,Woman,40,An ethnicity not listed here,"Yes, Cuban","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Married,Unemployed,Texas
718C02EEBD6F495698710BC7337CF346,Man,36,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,Texas
71AEE38C92B24C568F612B9014229FF4,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Single,Full-time,Virginia
